AC_NO,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
105,Warangal West,1,11,GAINENI RAJAN,M,54,GEN,IND,Independent,Maize
105,Warangal West,1,12,CHANDRA MOHAN ARCAT,M,49,GEN,IND,Independent,Comb
105,Warangal West,1,13,POOSAALA SATHYA PRAKASH,M,41,GEN,IND,Independent,Batsman
105,Warangal West,1,14,MOHAMMAD IQBAL,M,58,GEN,IND,Independent,Violin
105,Warangal West,1,15,K. RAJESHWARI,F,28,GEN,IND,Independent,Gas Cylinder
106,Warangal East,1,1,ACHA VIDYA SAGAR,M,42,GEN,TRS,Telangana Rashtra Samithi,Car
106,Warangal East,1,2,KATAKAM YADAGIRI,M,60,GEN,BSP,Bahujan Samaj Party,Elephant
106,Warangal East,1,3,BASWARAJU SARAIAH,M,51,GEN,INC,Indian National Congress,Hand
106,Warangal East,1,4,METTU SRINIVAS,M,39,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
106,Warangal East,1,5,VANGALA SAMMIREDDY,M,53,GEN,BJP,Bharatiya Janata Party,Lotus
106,Warangal East,1,6,ANITHA KUNTA,F,31,GEN,PPOI,Pyramid Party of India,Television
106,Warangal East,1,7,ERRABELLI PRADEEP KUMAR RAO,M,51,GEN,PRP,Praja Rajyam Party,Railway Engine
106,Warangal East,1,8,TIRUNARI SESHAIAH,M,37,GEN,LSP,Lok Satta Party,Whistle
106,Warangal East,1,9,SINGATHI SAMBAIAH,M,54,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
106,Warangal East,1,10,IQBAL AHAMED MD,M,59,GEN,IND,Independent,Kite
106,Warangal East,1,11,KUSUMA RAMA,M,50,GEN,IND,Independent,Bread
106,Warangal East,1,12,THONUPUNOORI RAJESHWAR RAO (RAJU),M,43,GEN,IND,Independent,Candles
106,Warangal East,1,13,PALLA VINAY KUMAR,M,52,GEN,IND,Independent,Gas Stove
106,Warangal East,1,14,VANGARI RAJENDER,M,54,GEN,IND,Independent,Almirah
106,Warangal East,1,15,SARANGAPANI SIRABOINA,M,49,GEN,IND,Independent,Cup & Saucer
107,Wardhannapet,1,1,KONDETI SRIDHAR,M,36,SC,INC,Indian National Congress,Hand
107,Wardhannapet,1,2,DR. GUNDE VIJAYA RAMA RAO,M,55,SC,TRS,Telangana Rashtra Samithi,Car
107,Wardhannapet,1,3,DUBASHI VASUDEV,M,35,SC,BJP,Bharatiya Janata Party,Lotus
107,Wardhannapet,1,4,MANDA SOMAIAH,M,43,SC,BSP,Bahujan Samaj Party,Elephant
107,Wardhannapet,1,5,JANNU JAKHARAIAH,M,54,SC,PRP,Praja Rajyam Party,Railway Engine
107,Wardhannapet,1,6,JATTI RAVIKUMAR,M,34,SC,LSP,Lok Satta Party,Whistle
107,Wardhannapet,1,7,ERMIYA SANGALA,M,57,SC,IND,Independent,Hat
107,Wardhannapet,1,8,ELLANDULA SHOBAN BABU,M,38,SC,IND,Independent,Road Roller
107,Wardhannapet,1,9,JADSONI BAKKA,M,36,SC,IND,Independent,Ceiling Fan
107,Wardhannapet,1,10,NALLAMARY RAMESH,M,31,SC,IND,Independent,Television
107,Wardhannapet,1,11,TUMMALA SRIDHAR,M,38,SC,IND,Independent,Slate
107,Wardhannapet,1,12,PARAMJYOTHI RADAPAKA,M,47,SC,IND,Independent,Coconut
107,Wardhannapet,1,13,BARLA SWARAJAYAM,F,56,SC,IND,Independent,Gas Cylinder
107,Wardhannapet,1,14,VENKATASWAMI SUDAMALLA,M,50,SC,IND,Independent,Nagara
108,Bhupalpalle,1,1,GANDRA VENKATA RAMANA REDDY,M,43,GEN,INC,Indian National Congress,Hand
108,Bhupalpalle,1,2,NAGAPURI RAJA MOULI,M,50,GEN,BJP,Bharatiya Janata Party,Lotus
108,Bhupalpalle,1,3,MADHU SUDHANA CHARY SIRIKONDA,M,52,GEN,TRS,Telangana Rashtra Samithi,Car
108,Bhupalpalle,1,4,UPENDAR REDDY VALLEPU,M,58,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
108,Bhupalpalle,1,5,MAHESHWARAPU GATTAIAH,M,40,GEN,LSP,Lok Satta Party,Whistle
108,Bhupalpalle,1,6,M.D RAHAMATHA BEE,F,33,GEN,PPOI,Pyramid Party of India,Television
108,Bhupalpalle,1,7,SADA VIJAYA KUMAR KUNCHALA,M,46,GEN,PRP,Praja Rajyam Party,Railway Engine
108,Bhupalpalle,1,8,ASHOK PANJALA,M,38,GEN,IND,Independent,Candles
108,Bhupalpalle,1,9,YELDANDI SADANANDAM,M,54,GEN,IND,Independent,Frock
108,Bhupalpalle,1,10,KARRA RAGHUPATHI REDDY,M,40,GEN,IND,Independent,Maize
108,Bhupalpalle,1,11,KODELA SAMMAIAH,M,55,GEN,IND,Independent,Banana
108,Bhupalpalle,1,12,GUNTI POCHAIAH,M,34,ST,IND,Independent,Ring
108,Bhupalpalle,1,13,THIMMAPURAM GOVARDHAN,M,42,GEN,IND,Independent,Ceiling Fan
108,Bhupalpalle,1,14,NARAHARI VENUGOPAL REDDY,M,47,GEN,IND,Independent,Bat
108,Bhupalpalle,1,15,PALLEBOINA SWAMY,M,43,GEN,IND,Independent,Scissors
108,Bhupalpalle,1,16,BANDI RAVINDER,M,42,GEN,IND,Independent,Road Roller
108,Bhupalpalle,1,17,MITTAPALLY SADANANDAM,M,48,GEN,IND,Independent,Almirah
108,Bhupalpalle,1,18,SAMALA SHASHIDHAR,M,26,GEN,IND,Independent,Kite
109,Mulug,1,1,AJMIRA KRISHNAVENI,F,27,ST,BJP,Bharatiya Janata Party,Lotus
109,Mulug,1,2,ANASURA DASARI,F,38,ST,TDP,Telugu Desam,Bicycle
109,Mulug,1,3,PODEM VEERAIAH,M,43,ST,INC,Indian National Congress,Hand
109,Mulug,1,4,KHETHAVATH JAYARAM,M,34,ST,PRP,Praja Rajyam Party,Railway Engine
109,Mulug,1,5,BANDA SAMMAIAH,M,28,ST,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
109,Mulug,1,6,KALTHI YARRAIAH,M,26,ST,IND,Independent,Road Roller
109,Mulug,1,7,BANOTH DEVILA,M,59,ST,IND,Independent,Basket
109,Mulug,1,8,BURKA VENKATAIAH,M,56,ST,IND,Independent,Scissors
109,Mulug,1,9,BURKA MALLAIAH,M,38,ST,IND,Independent,Spoon
110,Pinapaka,1,1,BANDARU NAGESWARA RAO,M,46,ST,BSP,Bahujan Samaj Party,Elephant
110,Pinapaka,1,2,PAYAM VENKATESWARLU,M,35,ST,CPI,Communist Party of India,Ears of Corn And Sickle
110,Pinapaka,1,3,SEETHARAMULU BHUKYA,M,33,ST,BJP,Bharatiya Janata Party,Lotus
110,Pinapaka,1,4,REGA KANTHA RAO,M,32,ST,INC,Indian National Congress,Hand
110,Pinapaka,1,5,JANAKIRAM TEJAVATH,M,35,ST,PRP,Praja Rajyam Party,Railway Engine
110,Pinapaka,1,6,BANAVATH SRINIVASA RAO,M,31,ST,LSP,Lok Satta Party,Whistle
110,Pinapaka,1,7,CHANDA BHARATHI,F,53,ST,IND,Independent,Walking Stick
110,Pinapaka,1,8,CHINTHA SAMMAIAH,M,26,ST,IND,Independent,Brief Case
110,Pinapaka,1,9,DHARAVATH CHANDU,M,32,ST,IND,Independent,Ceiling Fan
110,Pinapaka,1,10,DARAVATH HANMANTH NAIK,M,28,ST,IND,Independent,Batsman
110,Pinapaka,1,11,MUKTHI SATYAM,M,33,ST,IND,Independent,Nagara
110,Pinapaka,1,12,DHARAVATH RAVINDRA KUMAR,M,26,ST,IND,Independent,Gas Cylinder
111,Yellandu,1,1,KANAKAIAH KORAM,M,44,ST,INC,Indian National Congress,Hand
111,Yellandu,1,2,KRISHAN MALOTHU,M,36,ST,BSP,Bahujan Samaj Party,Elephant
111,Yellandu,1,3,KRISHNA MOHAN SINGH PORIKA,M,33,ST,BJP,Bharatiya Janata Party,Lotus
111,Yellandu,1,4,ABBAIAH VOOKE,M,53,ST,TDP,Telugu Desam,Bicycle
111,Yellandu,1,5,SHANKAR BANOTH,M,35,ST,PRP,Praja Rajyam Party,Railway Engine
111,Yellandu,1,6,SEETHARAM BODA,M,39,ST,PPOI,Pyramid Party of India,Television
111,Yellandu,1,7,CHANDAR RAO MALOTHU,M,33,ST,IND,Independent,Cup & Saucer
111,Yellandu,1,8,NARSAIAH GUMMADI,M,53,ST,IND,Independent,Scissors
111,Yellandu,1,9,NARASIMHA RAO EESAM,M,28,ST,IND,Independent,Candles
111,Yellandu,1,10,BALU BADAVATH,M,73,ST,IND,Independent,Gas Cylinder
111,Yellandu,1,11,YERRAIAH PADIGA,M,64,ST,IND,Independent,Ceiling Fan
111,Yellandu,1,12,RAVI CHEPURI,M,36,ST,IND,Independent,Ring
111,Yellandu,1,13,SRINIVAS PUNEM,M,31,ST,IND,Independent,Gas Stove
111,Yellandu,1,14,HARI SING BANOTHU,M,33,ST,IND,Independent,Nagara
112,Khammam,1,1,KONDAPALLI SREEDHAR REDDY,M,37,GEN,BJP,Bharatiya Janata Party,Lotus
112,Khammam,1,2,THUMMALA NAGESWARA RAO,M,55,GEN,TDP,Telugu Desam,Bicycle
112,Khammam,1,3,YOUNUS SULTAN,M,57,GEN,INC,Indian National Congress,Hand
112,Khammam,1,4,HUSSAIN SYED,M,52,GEN,BSP,Bahujan Samaj Party,Elephant
112,Khammam,1,5,ESWARAPRAGADA HARI BABU,M,54,GEN,PRP,Praja Rajyam Party,Railway Engine
112,Khammam,1,6,PALAVARAPU SREE RAMULU,M,54,GEN,PPOI,Pyramid Party of India,Television
112,Khammam,1,7,DR SAMINENI RAGHAVULU,M,65,GEN,LSP,Lok Satta Party,Whistle
112,Khammam,1,8,JALAGAM VENKAT RAO,M,41,GEN,IND,Independent,Ceiling Fan
112,Khammam,1,9,PALAKURTHY KRISHNA,M,30,ST,IND,Independent,Cup & Saucer
112,Khammam,1,10,PODILA VASU,M,32,GEN,IND,Independent,Table Lamp
112,Khammam,1,11,MEDIPALLI NAGESWAR RAO,M,46,SC,IND,Independent,Camera
113,Palair,1,1,ANANTHARAMULU DARIPALLI,M,68,GEN,BSP,Bahujan Samaj Party,Elephant
113,Palair,1,2,THAMMINENI VEERABHADRAM,M,53,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
113,Palair,1,3,RAMAKRISHNA INGUVA,M,31,GEN,BJP,Bharatiya Janata Party,Lotus
113,Palair,1,4,VENKATA REDDY RAMREDDY,M,63,GEN,INC,Indian National Congress,Hand
113,Palair,1,5,KOLISETTI NAGESHWARA RAO,M,46,GEN,LSP,Lok Satta Party,Whistle
113,Palair,1,6,DANTHALA MANGAYYA,M,26,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Almirah
113,Palair,1,7,NAGESHWARRAO RAYALA,M,46,GEN,PRP,Praja Rajyam Party,Railway Engine
113,Palair,1,8,YATHUKULA BHASKAR RAO,M,39,SC,TPPP,Trilinga Praja Pragati Party,Balloon
113,Palair,1,9,VANAJA PARUPALLI,F,38,GEN,PRSHP,Praja Shanthi Party,Banana
113,Palair,1,10,SAILAJA KATEPALLI,F,39,GEN,PPOI,Pyramid Party of India,Television
113,Palair,1,11,YERRABOINA KISHAN,M,32,GEN,IND,Independent,Camera
113,Palair,1,12,GANGISARAPU SHANKAR,M,45,GEN,IND,Independent,Basket
113,Palair,1,13,BATCHALAKURA JHANSI LAXMI,F,35,SC,IND,Independent,Scissors
114,Madhira,1,1,KAMALA RAJU LINGALA,M,37,SC,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
114,Madhira,1,2,PIDAMARTHI RAVI,M,35,SC,BSP,Bahujan Samaj Party,Elephant
114,Madhira,1,3,BHATTI VIKRAMARKA MALLU,M,48,SC,INC,Indian National Congress,Hand
114,Madhira,1,4,KOCHARLA GURAVAIAH,M,43,SC,PPOI,Pyramid Party of India,Television
114,Madhira,1,5,MANDA KRISHNA MADIGA,M,44,SC,TPPP,Trilinga Praja Pragati Party,Scissors
114,Madhira,1,6,VANGURI RAMESH,M,34,SC,LSP,Lok Satta Party,Whistle
114,Madhira,1,7,DR. SAGGURTHY VIJAYA VANI,F,49,SC,PRP,Praja Rajyam Party,Railway Engine
114,Madhira,1,8,INAPANURI ESTHER SWARNALATHA,F,52,SC,IND,Independent,Candles
114,Madhira,1,9,JOHN GUDIPATI,M,58,SC,IND,Independent,Ring
115,Wyra,1,1,EESALA VENKATESWARLU,M,29,ST,BJP,Bharatiya Janata Party,Lotus
115,Wyra,1,2,CHANDRAVATHI BANOTH,F,26,ST,CPI,Communist Party of India,Ears of Corn And Sickle
115,Wyra,1,3,DR. BHUKYA RAMACHANDRA NAYAK,M,42,ST,INC,Indian National Congress,Hand
115,Wyra,1,4,MALOTH PRASADA RAO,M,27,ST,BSP,Bahujan Samaj Party,Elephant
115,Wyra,1,5,UNDADI NARENDER,M,37,ST,LSP,Lok Satta Party,Whistle
115,Wyra,1,6,KATTA VENKATESWARLU,M,49,ST,TPPP,Trilinga Praja Pragati Party,Scissors
115,Wyra,1,7,KATRAM SWAMY,M,34,ST,PPOI,Pyramid Party of India,Television
115,Wyra,1,8,BANOTH VANI KUMARI,F,44,ST,PRP,Praja Rajyam Party,Railway Engine
115,Wyra,1,9,GIRIBABU LAKAVATH,M,30,ST,IND,Independent,Jug
115,Wyra,1,10,GUGULOTH RAMBABU,M,38,ST,IND,Independent,Gas Stove
115,Wyra,1,11,BANOTH KISHAN,M,32,ST,IND,Independent,Coconut
115,Wyra,1,12,BANOTH MADANLAL,M,46,ST,IND,Independent,Gas Cylinder
115,Wyra,1,13,BANOTH MANGILAL NAIK,M,33,ST,IND,Independent,Banana
116,Sathupalli,1,1,KOLIKAPOGU MUSALAIAH,M,25,SC,BJP,Bharatiya Janata Party,Lotus
116,Sathupalli,1,2,CHANDRASEKHAR SAMBHANI,M,64,SC,INC,Indian National Congress,Hand
116,Sathupalli,1,3,TIRUMALAIAH TELLURI,M,36,SC,BSP,Bahujan Samaj Party,Elephant
116,Sathupalli,1,4,SANDRA VENKATA VEERAIAH,M,41,SC,TDP,Telugu Desam,Bicycle
116,Sathupalli,1,5,CHOKKAIAH JADI,M,36,SC,LSP,Lok Satta Party,Whistle
116,Sathupalli,1,6,RAVI NAGABATHINI,M,59,SC,PRP,Praja Rajyam Party,Railway Engine
116,Sathupalli,1,7,KONDURI SUSMITHA KOTESWARA RAO,F,32,SC,IND,Independent,Candles
116,Sathupalli,1,8,VENKATESWARA RAO KUVVARAPU (KODIPUNJU),M,40,SC,IND,Independent,Banana
117,Kothagudem,1,1,KAMALA MANOHAR RAO GUDIBANDA,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
117,Kothagudem,1,2,KUNAMNENI SAMBASIVA RAO,M,53,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
117,Kothagudem,1,3,PAPPULA SUDHAKAR,M,33,SC,BSP,Bahujan Samaj Party,Elephant
117,Kothagudem,1,4,VANAMA VENKATESWARA RAO,M,64,GEN,INC,Indian National Congress,Hand
117,Kothagudem,1,5,ADAVALLI KRISHNA,M,51,GEN,PRP,Praja Rajyam Party,Railway Engine
117,Kothagudem,1,6,GALIB MOHAMMAD,M,38,GEN,PPOI,Pyramid Party of India,Television
117,Kothagudem,1,7,BHUPATHI LAVANYA,F,30,SC,LSP,Lok Satta Party,Whistle
117,Kothagudem,1,8,RAVULAPALLI NARASIMHA MURTHY,M,41,SC,TPPP,Trilinga Praja Pragati Party,Scissors
117,Kothagudem,1,9,ADAVALLI KRISHNA,M,43,GEN,IND,Independent,Coat
117,Kothagudem,1,10,AYILAIAH PUTTAPAKA,M,38,GEN,IND,Independent,Stool
117,Kothagudem,1,11,DEEKONDA RAJA NARSAIAH,M,40,SC,IND,Independent,Coconut
117,Kothagudem,1,12,RAMANA REDDY SUREDDY,M,44,GEN,IND,Independent,Ring
117,Kothagudem,1,13,RAPOLU SAMBASIVA RAO,M,26,GEN,IND,Independent,Gas Cylinder
117,Kothagudem,1,14,SRINIVASU N,M,30,GEN,IND,Independent,Road Roller
117,Kothagudem,1,15,SOYAM SATYANARAYANA,M,29,ST,IND,Independent,Dolli
118,Aswaraopeta,1,1,PAYAM VENKAIAH,M,39,ST,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
118,Aswaraopeta,1,2,MITHRASENA VAGGELA,M,43,ST,INC,Indian National Congress,Hand
118,Aswaraopeta,1,3,NAGENDRA RAO THATI,M,36,ST,PRP,Praja Rajyam Party,Railway Engine
118,Aswaraopeta,1,4,BANOTHU JANBABU,M,31,ST,PPOI,Pyramid Party of India,Television
118,Aswaraopeta,1,5,REGULA VEERASWAMY,M,54,ST,CPI(ML)(L),Communist Party of India(Marxist-Leninist)(Liberation),Flag with Three Stars
118,Aswaraopeta,1,6,KANNEBOINA VENKATA NARSAIAH,M,43,ST,IND,Independent,Harmonium
118,Aswaraopeta,1,7,THATI VENKATESWARLU,M,44,ST,IND,Independent,Gas Stove
118,Aswaraopeta,1,8,PUREM BUCHI RAJU,M,35,ST,IND,Independent,Scissors
118,Aswaraopeta,1,9,RAVULA SRINIVAS RAO,M,40,ST,IND,Independent,Cot
118,Aswaraopeta,1,10,K VINAYAK,M,44,ST,IND,Independent,Cup & Saucer
119,Bhadrachalam,1,1,KUNJA SATYAVATHI,F,38,ST,INC,Indian National Congress,Hand
119,Bhadrachalam,1,2,GOTE DANA LAKSHMI,F,38,ST,BSP,Bahujan Samaj Party,Elephant
119,Bhadrachalam,1,3,SUNNAM RAJAIAH,M,52,ST,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
119,Bhadrachalam,1,4,SOM RAJU PARSIKA,M,35,ST,BJP,Bharatiya Janata Party,Lotus
119,Bhadrachalam,1,5,GUNDU SARATH BABU,M,28,ST,PRP,Praja Rajyam Party,Railway Engine
119,Bhadrachalam,1,6,PULI PITCHAIAH,M,67,ST,LSP,Lok Satta Party,Whistle
119,Bhadrachalam,1,7,ETTI ASWAPATHI,M,57,ST,IND,Independent,Nagara
119,Bhadrachalam,1,8,KARAM NARASIMHA RAO,M,33,ST,IND,Independent,Television
119,Bhadrachalam,1,9,PAYAM CHINA RAMA RAO,M,28,ST,IND,Independent,Banana
120,Ichapuram,1,1,BADIYA UMAPATHI,M,64,GEN,BSP,Bahujan Samaj Party,Elephant
120,Ichapuram,1,2,NARTHU RAMARAO,M,50,GEN,INC,Indian National Congress,Hand
120,Ichapuram,1,3,PIRIYA SAIRAJ,M,33,GEN,TDP,Telugu Desam,Bicycle
120,Ichapuram,1,4,NARTU SESHAGIRI RAO,M,41,GEN,PRP,Praja Rajyam Party,Railway Engine
120,Ichapuram,1,5,RAMA RAJU MAHANTHI,M,30,GEN,PPOI,Pyramid Party of India,Television
121,Palasa,1,1,GOWTHU SYAM SUNDARA SIVAJI,M,59,GEN,TDP,Telugu Desam,Bicycle
121,Palasa,1,2,JUTTU JAGANNAYAKULU,M,49,GEN,INC,Indian National Congress,Hand
121,Palasa,1,3,PULARI KRISHNA YADAV,M,30,GEN,BJP,Bharatiya Janata Party,Lotus
121,Palasa,1,4,KANCHARANA (MAJJI) SUDHA BALA,F,42,GEN,LSP,Lok Satta Party,Whistle
121,Palasa,1,5,KADDALA NAGESWARA RAO,M,49,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Road Roller
121,Palasa,1,6,MADDILA RAMARAO,M,37,GEN,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Flag with Three Stars
121,Palasa,1,7,NAGESWARA RAO VANKA,M,43,GEN,PRP,Praja Rajyam Party,Railway Engine
121,Palasa,1,8,GOPI SANKAR KIKKARA,M,30,GEN,IND,Independent,Table
122,Tekkali,1,1,ATCHANNAIDU KINJARAPU,M,40,GEN,TDP,Telugu Desam,Bicycle
122,Tekkali,1,2,BOBBILI SURAMMA,F,60,GEN,BJP,Bharatiya Janata Party,Lotus
122,Tekkali,1,3,DR KORLA REVATHIPATHI,M,49,GEN,INC,Indian National Congress,Hand
122,Tekkali,1,4,CHANDRA SEKHAR PATNAIK,M,47,GEN,LSP,Lok Satta Party,Whistle
122,Tekkali,1,5,DUVVADA SRINIVAS,M,42,GEN,PRP,Praja Rajyam Party,Railway Engine
122,Tekkali,1,6,PRAKASH BALAGA,M,28,GEN,IND,Independent,Cup & Saucer
123,Pathapatnam,1,1,KALAMATA VENKATA RAMANA MURTY,M,45,GEN,TDP,Telugu Desam,Bicycle
123,Pathapatnam,1,2,MUGITHI SRINIVASA RAO,M,37,GEN,BSP,Bahujan Samaj Party,Elephant
123,Pathapatnam,1,3,VIJAYARAMARAJU SATRUCHERLA,M,59,GEN,INC,Indian National Congress,Hand
123,Pathapatnam,1,4,VENKATA RAO KOPPUROUTHU,M,39,GEN,BJP,Bharatiya Janata Party,Lotus
123,Pathapatnam,1,5,PALAVALASA KARUNAKAR RAO,M,39,GEN,PRP,Praja Rajyam Party,Railway Engine
123,Pathapatnam,1,6,PULLAMSETTY MOHANA RAO,M,29,GEN,LSP,Lok Satta Party,Whistle
123,Pathapatnam,1,7,MADHUBABU SASANAPURI,M,36,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Almirah
123,Pathapatnam,1,8,GUMMAYYA BOMMALI,M,60,GEN,IND,Independent,Basket
124,Srikakulam,1,1,APPALA SURYANARAYANA GUNDA,M,60,GEN,TDP,Telugu Desam,Bicycle
124,Srikakulam,1,2,DHARMANA PRASADA RAO,M,51,GEN,INC,Indian National Congress,Hand
124,Srikakulam,1,3,GANTA HARI HARA REDDY,M,52,GEN,BJP,Bharatiya Janata Party,Lotus
124,Srikakulam,1,4,BALAGA BALAKRISHNA MURTY,M,31,GEN,BSP,Bahujan Samaj Party,Elephant
124,Srikakulam,1,5,KORNU NAGARJUN,M,26,GEN,PRP,Praja Rajyam Party,Railway Engine
124,Srikakulam,1,6,NARAMSETTI SESHAGIRI RAO,M,54,GEN,PPOI,Pyramid Party of India,Television
124,Srikakulam,1,7,SSL MURTY,M,61,GEN,LSP,Lok Satta Party,Whistle
124,Srikakulam,1,8,JALAGADUGULA GOVINDA RAO,M,40,GEN,IND,Independent,Nagara
124,Srikakulam,1,9,PONNANA BALAMANI,F,58,GEN,IND,Independent,Bat
125,Amadalavalasa,1,1,KILLI SRIRAMA MURTY,M,47,GEN,BJP,Bharatiya Janata Party,Lotus
125,Amadalavalasa,1,2,KUNA RAVI KUMAR,M,40,GEN,TDP,Telugu Desam,Bicycle
125,Amadalavalasa,1,3,BODDEPALLI SATYAVATHI,F,56,GEN,INC,Indian National Congress,Hand
125,Amadalavalasa,1,4,ANNAM NAIDU TAMMINENI,M,40,GEN,LSP,Lok Satta Party,Whistle
125,Amadalavalasa,1,5,TAMMINENI SEETHARAM,M,53,GEN,PRP,Praja Rajyam Party,Railway Engine
125,Amadalavalasa,1,6,KORADA SHYAM SUNDAR RAO,M,33,GEN,IND,Independent,Coconut
125,Amadalavalasa,1,7,BADANA SRINIVASA RAO NAIDU,M,34,GEN,IND,Independent,Almirah
125,Amadalavalasa,1,8,DR BENDI NARENDRA,M,31,GEN,IND,Independent,Camera
126,Etcherla,1,1,APPARAO DABBADA,M,51,GEN,RJD,Rashtriya Janata Dal,Hurricane Lamp
126,Etcherla,1,2,GUDIVADA KUPPAYYA,M,40,GEN,BSP,Bahujan Samaj Party,Elephant
126,Etcherla,1,3,NAYANA SURYANARAYANA REDDY,M,41,GEN,TDP,Telugu Desam,Bicycle
126,Etcherla,1,4,PAIDI VENUGOPALAM,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
126,Etcherla,1,5,MEESALA NEELAKANTAM,M,59,GEN,INC,Indian National Congress,Hand
